algorithm,success,path_length,turn_count,runtime_ms,expanded_nodes,size,ratio,run_id,attempt_id
improved_astar,1,6.23606797749979,1,0.028399997972883284,8,20,0.7,28,28
dijkstra,1,12.899494936611667,8,0.05370000144466758,15,20,0.7,29,29
astar,1,12.899494936611667,8,0.04030000127386302,11,20,0.7,29,29
weighted_astar,1,12.899494936611667,8,0.03239999932702631,11,20,0.7,29,29
jps_like,1,12.899494936611667,8,0.04539999645203352,11,20,0.7,29,29
improved_astar,1,9.650281539872886,3,0.05119999696034938,13,20,0.7,29,29
dijkstra,1,10.242640687119284,2,0.8161000005202368,187,40,0.3,0,0
astar,1,10.242640687119284,3,0.06479999865405262,13,40,0.3,0,0
weighted_astar,1,10.242640687119286,3,0.05220000457484275,12,40,0.3,0,0
jps_like,1,10.242640687119284,4,0.13040000339969993,13,40,0.3,0,0
improved_astar,1,9.34166020071207,1,0.10229999315924942,11,40,0.3,0,0
dijkstra,1,9.82842712474619,3,0.803299990366213,171,40,0.3,1,1
astar,1,9.82842712474619,3,0.05229999078437686,10,40,0.3,1,1
weighted_astar,1,9.82842712474619,3,0.06259999645408243,14,40,0.3,1,1
jps_like,1,9.82842712474619,4,0.06890000076964498,6,40,0.3,1,1
improved_astar,1,9.47213595499958,3,0.25779999850783497,6,40,0.3,1,1
dijkstra,1,6.242640687119286,3,0.22139999782666564,66,40,0.3,2,2
astar,1,6.242640687119286,3,0.030100010917522013,6,40,0.3,2,2
weighted_astar,1,6.242640687119286,1,0.026900001103058457,6,40,0.3,2,2
jps_like,1,6.242640687119285,1,0.034900003811344504,4,40,0.3,2,2
improved_astar,1,5.841619252963779,1,0.024499997380189598,3,40,0.3,2,2
dijkstra,1,22.142135623730955,9,2.5507999962428585,774,40,0.3,3,3
astar,1,22.142135623730955,9,0.24759999359957874,52,40,0.3,3,3
weighted_astar,1,22.142135623730955,5,0.10939998901449144,21,40,0.3,3,3
jps_like,1,22.14213562373095,10,0.5061000119894743,52,40,0.3,3,3
