candidate,dataset,map_name,size,ratio,alpha,success,runtime_ms,path_length,turn_count,expanded_nodes
log_clip_0.8_1.4,dao,arena2.map,281,0.5860477787805003,0.8,1,0.11059999815188348,3.605551275463989,0,7
log_clip_0.8_1.4,dao,arena2.map,281,0.5860477787805003,0.8,1,0.10429997928440571,3.1622776601683795,0,7
log_clip_0.8_1.4,dao,arena2.map,281,0.5860477787805003,0.8,1,0.05699999746866524,2.23606797749979,0,4
log_clip_0.8_1.4,dao,arena2.map,281,0.5860477787805003,0.8,1,0.07830001413822174,2.23606797749979,0,4
log_clip_0.8_1.4,dao,arena2.map,281,0.5860477787805003,0.8,1,0.11409999569877982,3.605551275463989,0,7
log_clip_0.8_1.4,dao,arena2.map,281,0.5860477787805003,0.8,1,0.06719998782500625,2.23606797749979,0,4
log_clip_0.8_1.4,dao,arena2.map,281,0.5860477787805003,0.8,1,0.10770000517368317,3.605551275463989,0,7
log_clip_0.8_1.4,dao,arena2.map,281,0.5860477787805003,0.8,1,0.058999983593821526,2.23606797749979,0,4
log_clip_0.8_1.4,dao,arena2.map,281,0.5860477787805003,0.8,1,0.024500011932104826,1.0,0,2
log_clip_0.8_1.4,dao,arena2.map,281,0.5860477787805003,0.8,1,0.018499995348975062,1.0,0,2
log_clip_0.8_1.4,street,Berlin_0_1024.map,1024,0.24206924438476562,1.4,1,0.02880001557059586,2.0,0,2
log_clip_0.8_1.4,street,Berlin_0_1024.map,1024,0.24206924438476562,1.4,1,0.030300026992335916,2.0,0,2
log_clip_0.8_1.4,street,Berlin_0_1024.map,1024,0.24206924438476562,1.4,1,0.04350001108832657,2.23606797749979,0,3
log_clip_0.8_1.4,street,Berlin_0_1024.map,1024,0.24206924438476562,1.4,1,0.04159999662078917,2.23606797749979,0,3
log_clip_0.8_1.4,street,Berlin_0_1024.map,1024,0.24206924438476562,1.4,1,0.042100000428035855,3.1622776601683795,0,3
log_clip_0.8_1.4,street,Berlin_0_1024.map,1024,0.24206924438476562,1.4,1,0.08859997615218163,3.605551275463989,0,3
log_clip_0.8_1.4,street,Berlin_0_1024.map,1024,0.24206924438476562,1.4,1,0.0315000070258975,1.4142135623730951,0,2
log_clip_0.8_1.4,street,Berlin_0_1024.map,1024,0.24206924438476562,1.4,1,0.02649999805726111,2.0,0,2
log_clip_0.8_1.4,street,Berlin_0_1024.map,1024,0.24206924438476562,1.4,1,0.027400004910305142,1.0,0,2
log_clip_0.8_1.4,street,Berlin_0_1024.map,1024,0.24206924438476562,1.4,1,0.02929999027401209,1.4142135623730951,0,2
log_clip_0.8_1.4,street,Berlin_0_256.map,256,0.2653350830078125,1.326761787577056,1,0.01650000922381878,1.4142135623730951,0,2
log_clip_0.8_1.4,street,Berlin_0_256.map,256,0.2653350830078125,1.326761787577056,1,0.03540000761859119,3.0,0,2
log_clip_0.8_1.4,street,Berlin_0_256.map,256,0.2653350830078125,1.326761787577056,1,0.05160001455806196,2.23606797749979,0,3
log_clip_0.8_1.4,street,Berlin_0_256.map,256,0.2653350830078125,1.326761787577056,1,0.036999990697950125,2.0,0,2
log_clip_0.8_1.4,street,Berlin_0_256.map,256,0.2653350830078125,1.326761787577056,1,0.025299988919869065,3.0,0,2
log_clip_0.8_1.4,street,Berlin_0_256.map,256,0.2653350830078125,1.326761787577056,1,0.14859999646432698,2.23606797749979,0,3
log_clip_0.8_1.4,street,Berlin_0_256.map,256,0.2653350830078125,1.326761787577056,1,0.058200006606057286,3.1622776601683795,0,3
log_clip_0.8_1.4,street,Berlin_0_256.map,256,0.2653350830078125,1.326761787577056,1,0.056599994422867894,3.1622776601683795,0,3
log_clip_0.8_1.4,street,Berlin_0_256.map,256,0.2653350830078125,1.326761787577056,1,0.19950000569224358,3.1622776601683795,0,3
log_clip_0.8_1.4,street,Berlin_0_256.map,256,0.2653350830078125,1.326761787577056,1,0.10679999832063913,2.0,0,2
log_clip_0.8_1.4,weighted,Map1.map,2048,0.033130645751953125,1.4,1,331.4482000132557,1368.9976468476498,11,15574
