algorithm,success,path_length,turn_count,runtime_ms,expanded_nodes,size,ratio,run_id,attempt_id,seed_tag
jps_like,1,12.65685424949238,8,0.1102999958675354,23,40,0.7,18,22,44
improved_astar,1,11.47213595499958,4,0.1327000063611194,28,40,0.7,18,22,44
dijkstra,1,7.65685424949238,2,0.0526000076206401,16,40,0.7,19,23,44
astar,1,7.65685424949238,2,0.0380999990738928,7,40,0.7,19,23,44
weighted_astar,1,7.65685424949238,2,0.0511999969603493,7,40,0.7,19,23,44
jps_like,1,7.65685424949238,3,0.0295999925583601,5,40,0.7,19,23,44
improved_astar,1,7.071067811865476,1,0.119699994684197,11,40,0.7,19,23,44
dijkstra,1,1.4142135623730951,0,0.0125999940792098,3,40,0.7,20,24,44
astar,1,1.4142135623730951,0,0.0070000096457079,2,40,0.7,20,24,44
weighted_astar,1,1.4142135623730951,0,0.0053999974625185,2,40,0.7,20,24,44
jps_like,1,1.4142135623730951,0,0.0094999995781108,2,40,0.7,20,24,44
improved_astar,1,1.4142135623730951,0,0.0100999895948916,2,40,0.7,20,24,44
dijkstra,1,1.4142135623730951,0,0.012600008631125,4,40,0.7,21,25,44
astar,1,1.4142135623730951,0,0.0059000012697651,2,40,0.7,21,25,44
weighted_astar,1,1.4142135623730951,0,0.0045000051613897,2,40,0.7,21,25,44
jps_like,1,1.4142135623730951,0,0.0071999966166913,2,40,0.7,21,25,44
improved_astar,1,1.4142135623730951,0,0.0071000104071572,2,40,0.7,21,25,44
dijkstra,1,5.656854249492381,0,0.0419999996665865,14,40,0.7,22,26,44
astar,1,5.656854249492381,0,0.0185000099008902,5,40,0.7,22,26,44
weighted_astar,1,5.656854249492381,0,0.0334999931510537,5,40,0.7,22,26,44
jps_like,1,5.65685424949238,1,0.0309999886667355,5,40,0.7,22,26,44
improved_astar,1,5.656854249492381,0,0.0355999945895746,7,40,0.7,22,26,44
dijkstra,1,38.04163056034262,24,0.2124999882653355,84,40,0.7,23,27,44
astar,1,38.04163056034262,23,0.194400010514073,68,40,0.7,23,27,44
weighted_astar,1,38.04163056034262,23,0.1809999957913532,64,40,0.7,23,27,44
jps_like,1,38.04163056034262,23,0.3033999964827671,68,40,0.7,23,27,44
improved_astar,1,33.77489333737099,10,0.334700001985766,74,40,0.7,23,27,44
dijkstra,1,10.65685424949238,4,0.1182999985758215,42,40,0.7,24,28,44
astar,1,10.65685424949238,4,0.0429000065196305,14,40,0.7,24,28,44
weighted_astar,1,10.65685424949238,4,0.0392999936593696,13,40,0.7,24,28,44
jps_like,1,10.65685424949238,4,0.073500006692484,14,40,0.7,24,28,44
improved_astar,1,9.650281539872886,4,0.0909000082174316,18,40,0.7,24,28,44
dijkstra,1,11.485281374238571,5,0.0636000040685758,26,40,0.7,25,29,44
astar,1,11.485281374238571,5,0.0543000060133636,20,40,0.7,25,29,44
weighted_astar,1,11.485281374238571,5,0.0472999963676556,18,40,0.7,25,29,44
jps_like,1,11.485281374238571,6,0.0792999926488846,20,40,0.7,25,29,44
improved_astar,1,8.478708664619075,4,0.0862000015331432,22,40,0.7,25,29,44
dijkstra,1,4.242640687119286,1,0.0244999973801895,9,40,0.7,26,30,44
astar,1,4.242640687119286,2,0.015099998563528,5,40,0.7,26,30,44
weighted_astar,1,4.242640687119286,2,0.011399999493733,4,40,0.7,26,30,44
jps_like,1,4.242640687119286,1,0.0203999952645972,5,40,0.7,26,30,44
improved_astar,1,3.23606797749979,1,0.0195000029634684,5,40,0.7,26,30,44
dijkstra,1,4.82842712474619,3,0.0588999973842874,21,40,0.7,27,31,44
astar,1,4.82842712474619,3,0.0222999951802194,6,40,0.7,27,31,44
weighted_astar,1,4.82842712474619,3,0.0172000000020489,5,40,0.7,27,31,44
jps_like,1,4.82842712474619,3,0.0352999923052266,6,40,0.7,27,31,44
improved_astar,1,4.47213595499958,0,0.0494999985676258,9,40,0.7,27,31,44
dijkstra,1,32.627416997969526,16,0.1705999893601983,69,40,0.7,28,32,44
astar,1,32.627416997969526,14,0.1214999938383698,40,40,0.7,28,32,44
weighted_astar,1,32.627416997969526,14,0.1161999971373006,39,40,0.7,28,32,44
jps_like,1,32.627416997969526,16,0.1889999984996393,42,40,0.7,28,32,44
improved_astar,1,30.50062109610321,10,0.2551000070525333,58,40,0.7,28,32,44
dijkstra,1,15.313708498984765,7,0.0990000116871669,36,40,0.7,29,34,44
astar,1,15.313708498984765,7,0.0728000013623386,24,40,0.7,29,34,44
weighted_astar,1,15.313708498984765,7,0.0617000041529536,21,40,0.7,29,34,44
jps_like,1,15.31370849898476,7,0.0991999986581504,22,40,0.7,29,34,44
improved_astar,1,13.77269903474535,5,0.1149000017903745,26,40,0.7,29,34,44
dijkstra,1,72.87005768508878,21,12.014000007184222,3850,80,0.3,0,0,44
astar,1,72.87005768508878,23,1.6092000005301088,391,80,0.3,0,0,44
weighted_astar,1,73.69848480983498,25,0.3923000040231272,86,80,0.3,0,0,44
jps_like,1,72.87005768508878,22,3.219999998691492,386,80,0.3,0,0,44
improved_astar,1,68.31612261365771,15,0.5241000035312027,52,80,0.3,0,0,44
dijkstra,1,27.313708498984763,9,3.110500008915551,955,80,0.3,1,1,44
astar,1,27.313708498984763,11,0.4860000044573098,119,80,0.3,1,1,44
weighted_astar,1,28.14213562373096,12,0.159399991389364,34,80,0.3,1,1,44
jps_like,1,27.31370849898476,7,0.9921000018948688,111,80,0.3,1,1,44
improved_astar,1,24.591032963050385,6,0.1690999924903735,18,80,0.3,1,1,44
dijkstra,1,39.8700576850888,12,5.473600002005696,1705,80,0.3,2,2,44
astar,1,39.8700576850888,12,0.5305999948177487,126,80,0.3,2,2,44
weighted_astar,1,40.698484809834994,16,0.1778000005288049,38,80,0.3,2,2,44
jps_like,1,39.8700576850888,14,1.0864000068977475,125,80,0.3,2,2,44
improved_astar,1,37.04966880880407,9,0.3833999944617972,39,80,0.3,2,2,44
dijkstra,1,42.79898987322332,17,8.832300009089522,2658,80,0.3,3,3,44
astar,1,42.79898987322332,16,0.6543000054080039,159,80,0.3,3,3,44
weighted_astar,1,43.8700576850888,20,0.2302999928360805,54,80,0.3,3,3,44
jps_like,1,42.79898987322332,17,1.3011000119149685,158,80,0.3,3,3,44
improved_astar,1,39.9538869808944,13,0.4459999909158796,50,80,0.3,3,3,44
dijkstra,1,86.56854249492373,27,13.001600003917702,4338,80,0.3,4,4,44
astar,1,86.56854249492375,29,2.0020000083604828,469,80,0.3,4,4,44
weighted_astar,1,88.81118318204301,26,0.4871999990427866,110,80,0.3,4,4,44
jps_like,1,86.56854249492378,30,3.985399991506711,443,80,0.3,4,4,44
improved_astar,1,83.51349163621572,23,0.9978000016417354,105,80,0.3,4,4,44
dijkstra,1,88.56854249492376,30,14.14999998814892,3928,80,0.3,5,5,44
astar,1,88.56854249492376,29,2.6566000015009195,697,80,0.3,5,5,44
weighted_astar,1,89.15432893255064,39,0.37930000689812,89,80,0.3,5,5,44
jps_like,1,88.56854249492375,35,5.549300010898151,698,80,0.3,5,5,44
improved_astar,1,84.28310293267678,21,0.5630000086966902,64,80,0.3,5,5,44
dijkstra,1,45.55634918610404,17,9.259000013116747,2980,80,0.3,6,6,44
astar,1,45.55634918610404,17,0.7040000054985285,174,80,0.3,6,6,44
weighted_astar,1,48.04163056034261,20,0.2493000065442174,58,80,0.3,6,6,44
jps_like,1,45.55634918610404,19,1.5725999983260408,184,80,0.3,6,6,44
improved_astar,1,44.02038926206285,9,0.5225999921094626,30,80,0.3,6,6,44
dijkstra,1,54.79898987322332,17,8.493100001942366,2569,80,0.3,7,7,44
astar,1,54.79898987322332,17,1.3955000031273812,318,80,0.3,7,7,44
weighted_astar,1,54.79898987322333,18,0.3496999997878447,70,80,0.3,7,7,44
jps_like,1,54.79898987322331,21,3.185300010954961,316,80,0.3,7,7,44
improved_astar,1,50.63553794370099,11,0.5002000107197091,45,80,0.3,7,7,44
dijkstra,1,67.254833995939,23,10.750300003564917,3237,80,0.3,8,8,44
astar,1,67.254833995939,23,1.3583999971160663,349,80,0.3,8,8,44
weighted_astar,1,67.59797974644663,28,0.3257000062149018,72,80,0.3,8,8,44
jps_like,1,67.254833995939,23,3.1239999952958897,350,80,0.3,8,8,44
improved_astar,1,63.8726026765368,19,0.4050000134157017,42,80,0.3,8,8,44
dijkstra,1,47.14213562373095,15,11.889700006577186,3167,80,0.3,9,9,44
astar,1,47.14213562373095,11,0.7623999990755692,170,80,0.3,9,9,44
weighted_astar,1,47.970562748477136,16,0.2777999907266348,47,80,0.3,9,9,44
jps_like,1,47.14213562373095,18,1.4823999954387546,162,80,0.3,9,9,44
improved_astar,1,43.937891663527786,8,0.316899997415021,31,80,0.3,9,9,44
dijkstra,1,8.242640687119284,4,0.3481999883661046,103,80,0.3,10,10,44
astar,1,8.242640687119284,4,0.0394999951822683,8,80,0.3,10,10,44
weighted_astar,1,8.242640687119284,4,0.0346000015269964,8,80,0.3,10,10,44
jps_like,1,8.242640687119284,4,0.0585999950999394,7,80,0.3,10,10,44
improved_astar,1,7.3005630797457695,1,0.0525999930687248,6,80,0.3,10,10,44
dijkstra,1,28.142135623730955,10,4.356900011771359,1286,80,0.3,11,11,44
astar,1,28.142135623730955,10,0.3399999986868351,81,80,0.3,11,11,44
weighted_astar,1,28.142135623730955,10,0.2056000084849074,50,80,0.3,11,11,44
jps_like,1,28.14213562373095,10,0.7291999936569482,88,80,0.3,11,11,44
improved_astar,1,26.600375449419783,7,0.2717000024858862,29,80,0.3,11,11,44
dijkstra,1,69.45584412271567,29,12.391800002660602,3714,80,0.3,12,12,44
astar,1,69.45584412271567,26,2.8040000033797696,482,80,0.3,12,12,44
weighted_astar,1,71.94112549695427,24,0.4622999986167997,72,80,0.3,12,12,44
jps_like,1,69.45584412271567,24,4.649299997254275,482,80,0.3,12,12,44
improved_astar,1,66.63292806537241,15,0.5379999929573387,44,80,0.3,12,12,44
dijkstra,1,17.48528137423857,7,1.5883000014582649,462,80,0.3,13,13,44
astar,1,17.48528137423857,8,0.16739999409765,37,80,0.3,13,13,44
weighted_astar,1,17.48528137423857,8,0.0834999955259263,18,80,0.3,13,13,44
jps_like,1,17.48528137423857,5,0.3558000025805086,37,80,0.3,13,13,44
improved_astar,1,15.32455532033676,4,0.127399995108135,12,80,0.3,13,13,44
dijkstra,1,38.31370849898476,9,3.088400000706315,948,80,0.3,14,14,44
astar,1,38.31370849898476,9,0.4675000091083348,107,80,0.3,14,14,44
weighted_astar,1,42.21320343559643,20,0.2294000005349517,52,80,0.3,14,14,44
jps_like,1,38.31370849898476,12,0.989699998172,109,80,0.3,14,14,44
improved_astar,1,36.64538495313018,11,0.3873000096064061,41,80,0.3,14,14,44
dijkstra,1,43.35533905932736,11,7.656699992367066,2333,80,0.3,15,15,44
astar,1,43.35533905932736,11,0.3285999991931021,76,80,0.3,15,15,44
weighted_astar,1,43.35533905932737,13,0.1788000081432983,35,80,0.3,15,15,44
jps_like,1,43.35533905932736,15,0.8340000058524311,82,80,0.3,15,15,44
improved_astar,1,42.09512975560555,9,0.258100000792183,22,80,0.3,15,15,44
dijkstra,1,16.142135623730955,3,0.818000000435859,261,80,0.3,16,16,44
astar,1,16.142135623730955,4,0.0720999960321933,15,80,0.3,16,16,44
weighted_astar,1,16.142135623730955,4,0.0583000073675066,13,80,0.3,16,16,44
jps_like,1,16.14213562373095,5,0.0750999897718429,8,80,0.3,16,16,44
improved_astar,1,15.676619087329463,2,0.1086999982362613,8,80,0.3,16,16,44
dijkstra,1,23.656854249492383,7,3.4417000133544207,1038,80,0.3,17,17,44
astar,1,23.656854249492383,6,0.1867999962996691,46,80,0.3,17,17,44
weighted_astar,1,24.48528137423857,9,0.1249999913852661,30,80,0.3,17,17,44
jps_like,1,23.656854249492383,6,0.3777000092668459,46,80,0.3,17,17,44
improved_astar,1,22.643385828134765,4,0.1996000064536929,15,80,0.3,17,17,44
dijkstra,1,78.63961030678921,25,13.86260001163464,4152,80,0.3,18,18,44
astar,1,78.63961030678922,27,1.2963000044692308,294,80,0.3,18,18,44
weighted_astar,1,79.81118318204304,26,0.3679999936139211,75,80,0.3,18,18,44
jps_like,1,78.6396103067892,25,2.563200003351085,290,80,0.3,18,18,44
improved_astar,1,74.73483886409352,14,0.5635000125039369,53,80,0.3,18,18,44
dijkstra,1,23.313708498984766,11,3.162299995892681,906,80,0.3,19,19,44
astar,1,23.313708498984766,12,0.3659000067273155,88,80,0.3,19,19,44
weighted_astar,1,23.313708498984766,9,0.1515000039944425,36,80,0.3,19,19,44
jps_like,1,23.31370849898476,12,0.7528999994974583,88,80,0.3,19,19,44
improved_astar,1,20.94812211415272,7,0.3167999966535717,35,80,0.3,19,19,44
dijkstra,1,25.142135623730955,10,4.00249999074731,1187,80,0.3,20,20,44
astar,1,25.142135623730955,11,0.4428999964147806,113,80,0.3,20,20,44
weighted_astar,1,25.72792206135786,9,0.193500003661029,46,80,0.3,20,20,44
jps_like,1,25.142135623730947,11,0.8282000053441152,93,80,0.3,20,20,44
improved_astar,1,22.718673555251023,6,0.3219000063836574,35,80,0.3,20,20,44
dijkstra,1,14.313708498984765,5,1.1656999995466322,364,80,0.3,21,21,44
astar,1,14.313708498984765,3,0.0965999934123829,22,80,0.3,21,21,44
weighted_astar,1,14.313708498984765,5,0.0589999981457367,12,80,0.3,21,21,44
jps_like,1,14.31370849898476,3,0.0778999965405091,8,80,0.3,21,21,44
improved_astar,1,13.641201570751956,1,0.0714000052539631,7,80,0.3,21,21,44
dijkstra,1,21.07106781186548,6,2.140600001439452,682,80,0.3,22,22,44
astar,1,21.07106781186548,6,0.2221999893663451,51,80,0.3,22,22,44
weighted_astar,1,21.899494936611667,8,0.1217999961227178,26,80,0.3,22,22,44
jps_like,1,21.07106781186548,6,0.7862999918870628,51,80,0.3,22,22,44
improved_astar,1,19.5548984852978,3,0.255300008575432,21,80,0.3,22,22,44
dijkstra,1,39.142135623730944,15,6.142999991425313,1726,80,0.3,23,23,44
astar,1,39.142135623730944,16,1.4121999993221834,370,80,0.3,23,23,44
weighted_astar,1,39.142135623730944,16,1.2436000106390566,302,80,0.3,23,23,44
jps_like,1,39.142135623730944,15,2.854899998055771,370,80,0.3,23,23,44
improved_astar,1,34.0037963869226,10,2.410999994026497,301,80,0.3,23,23,44
dijkstra,1,51.01219330881974,8,12.871200000518002,3710,80,0.3,24,24,44
astar,1,51.01219330881974,13,0.9105999924940988,214,80,0.3,24,24,44
weighted_astar,1,55.11269837220808,21,0.3667999990284443,82,80,0.3,24,24,44
jps_like,1,51.012193308819725,14,1.6451999981654808,180,80,0.3,24,24,44
improved_astar,1,50.75661383934499,15,0.6775000074412674,72,80,0.3,24,24,44
dijkstra,1,42.21320343559641,13,2.9309999954421078,936,80,0.3,25,25,44
astar,1,42.21320343559641,15,0.9907000057864934,229,80,0.3,25,25,44
weighted_astar,1,43.04163056034262,16,0.2082999999402091,43,80,0.3,25,25,44
jps_like,1,42.21320343559642,16,1.425599999492988,176,80,0.3,25,25,44
improved_astar,1,39.21564964792233,8,0.327900008414872,32,80,0.3,25,25,44
dijkstra,1,33.45584412271572,10,6.107699999120086,1867,80,0.3,26,26,44
astar,1,33.45584412271572,12,0.8554999949410558,150,80,0.3,26,26,44
weighted_astar,1,33.45584412271572,9,0.2455999929225072,36,80,0.3,26,26,44
jps_like,1,33.45584412271571,14,1.3116999907651916,141,80,0.3,26,26,44
improved_astar,1,30.78151859958103,5,0.3252999886171892,34,80,0.3,26,26,44
dijkstra,1,46.42640687119284,6,9.536799989291469,2732,80,0.3,27,27,44
astar,1,46.42640687119284,5,0.6360999977914616,79,80,0.3,27,27,44
weighted_astar,1,46.42640687119284,5,0.3025999903911724,35,80,0.3,27,27,44
jps_like,1,46.426406871192846,6,0.7141999958548695,55,80,0.3,27,27,44
improved_astar,1,45.5227064514477,5,0.2582000015536323,23,80,0.3,27,27,44
dijkstra,1,16.48528137423857,8,1.1132000072393566,350,80,0.3,28,28,44
astar,1,16.48528137423857,5,0.0893999967956915,18,80,0.3,28,28,44
weighted_astar,1,16.48528137423857,5,0.0817000109236687,18,80,0.3,28,28,44
jps_like,1,16.48528137423857,6,0.1512000017100945,15,80,0.3,28,28,44
improved_astar,1,15.472399724689142,2,0.0837999978102743,8,80,0.3,28,28,44
dijkstra,1,24.313708498984763,8,3.3121000014944,1021,80,0.3,29,29,44
astar,1,24.313708498984763,9,0.1751999952830374,34,80,0.3,29,29,44
weighted_astar,1,24.313708498984763,9,0.1331000094069168,30,80,0.3,29,29,44
jps_like,1,24.31370849898476,10,0.2163000026484951,23,80,0.3,29,29,44
improved_astar,1,23.23066967554652,6,0.1960999943548813,22,80,0.3,29,29,44
dijkstra,1,6.656854249492381,3,0.040300001273863,13,80,0.7,0,0,44
astar,1,6.656854249492381,3,0.0213999883271753,6,80,0.7,0,0,44
weighted_astar,1,6.656854249492381,3,0.0184000091394409,6,80,0.7,0,0,44
jps_like,1,6.656854249492381,3,0.0303999986499547,6,80,0.7,0,0,44
improved_astar,1,5.650281539872885,2,0.0409999920520931,9,80,0.7,0,0,44
dijkstra,1,15.313708498984765,10,0.0931999966269359,31,80,0.7,1,3,44
astar,1,15.313708498984765,10,0.051399998483248,16,80,0.7,1,3,44
weighted_astar,1,15.313708498984765,10,0.0435999972978606,15,80,0.7,1,3,44
jps_like,1,15.313708498984765,10,0.0720999960321933,16,80,0.7,1,3,44
improved_astar,1,11.773387165490544,5,0.0851999939186498,20,80,0.7,1,3,44
dijkstra,1,5.242640687119285,2,0.0338999961968511,9,80,0.7,2,5,44
astar,1,5.242640687119285,2,0.0270000018645077,7,80,0.7,2,5,44
weighted_astar,1,5.242640687119285,2,0.0214999890886247,6,80,0.7,2,5,44
jps_like,1,5.242640687119285,2,0.043099993490614,7,80,0.7,2,5,44
improved_astar,1,4.23606797749979,1,0.0481000024592503,9,80,0.7,2,5,44
dijkstra,1,1.4142135623730951,0,0.0197000044863671,4,80,0.7,3,6,44
astar,1,1.4142135623730951,0,0.0073000119300559,2,80,0.7,3,6,44
weighted_astar,1,1.4142135623730951,0,0.0051999959396198,2,80,0.7,3,6,44
jps_like,1,1.4142135623730951,0,0.0090000103227794,2,80,0.7,3,6,44
improved_astar,1,1.4142135623730951,0,0.0082000042311847,2,80,0.7,3,6,44
dijkstra,1,21.55634918610405,8,0.254700004006736,89,80,0.7,4,7,44
astar,1,21.55634918610405,8,0.1325999910477548,43,80,0.7,4,7,44
weighted_astar,1,21.55634918610405,8,0.1231999922310933,39,80,0.7,4,7,44
jps_like,1,21.556349186104043,9,0.19040000915993,41,80,0.7,4,7,44
improved_astar,1,17.83232403787835,7,0.2344999957131222,50,80,0.7,4,7,44
dijkstra,1,7.071067811865476,3,0.0540000037290155,18,80,0.7,5,8,44
astar,1,7.071067811865476,3,0.0211000005947425,6,80,0.7,5,8,44
weighted_astar,1,7.071067811865476,3,0.0182999938260763,6,80,0.7,5,8,44
jps_like,1,7.071067811865476,3,0.0309000024572014,6,80,0.7,5,8,44
improved_astar,1,5.23606797749979,1,0.0408999912906438,8,80,0.7,5,8,44
dijkstra,1,5.414213562373095,2,0.0570000120205804,16,80,0.7,6,12,44
astar,1,5.414213562373095,2,0.0264999980572611,6,80,0.7,6,12,44
weighted_astar,1,5.414213562373095,2,0.0220999936573207,6,80,0.7,6,12,44
jps_like,1,5.414213562373095,2,0.036600002204068,6,80,0.7,6,12,44
improved_astar,1,5.23606797749979,1,0.0428999919677153,8,80,0.7,6,12,44
dijkstra,1,5.242640687119286,2,0.0642000086372718,20,80,0.7,7,14,44
astar,1,5.242640687119286,2,0.0247000134550035,6,80,0.7,7,14,44
weighted_astar,1,5.242640687119286,2,0.0189999991562217,5,80,0.7,7,14,44
jps_like,1,5.242640687119286,2,0.0380999990738928,6,80,0.7,7,14,44
improved_astar,1,4.23606797749979,1,0.0431999942520633,7,80,0.7,7,14,44
dijkstra,1,6.656854249492381,4,0.0252000027103349,8,80,0.7,8,15,44
astar,1,6.656854249492381,4,0.0231000012718141,8,80,0.7,8,15,44
weighted_astar,1,6.656854249492381,4,0.0188999983947724,7,80,0.7,8,15,44
jps_like,1,6.656854249492381,3,0.0295000063488259,8,80,0.7,8,15,44
improved_astar,1,5.47213595499958,1,0.0294999917969107,8,80,0.7,8,15,44
dijkstra,1,4.242640687119286,0,0.0198000052478164,6,80,0.7,9,16,44
astar,1,4.242640687119286,0,0.0125000078696757,4,80,0.7,9,16,44
weighted_astar,1,4.242640687119286,0,0.0111999979708343,4,80,0.7,9,16,44
jps_like,1,4.242640687119285,0,0.0100000033853575,2,80,0.7,9,16,44
improved_astar,1,4.242640687119285,0,0.0182999938260763,4,80,0.7,9,16,44
dijkstra,1,2.8284271247461903,1,0.0200000067707151,4,80,0.7,10,17,44
astar,1,2.8284271247461903,1,0.0105999934021383,3,80,0.7,10,17,44
weighted_astar,1,2.8284271247461903,1,0.0075999996624886,3,80,0.7,10,17,44
jps_like,1,2.8284271247461903,1,0.0148999970406293,3,80,0.7,10,17,44
improved_astar,1,2.0,0,0.0135000009322538,3,80,0.7,10,17,44
dijkstra,1,7.65685424949238,3,0.0534999999217689,14,80,0.7,11,18,44
astar,1,7.65685424949238,3,0.0249000004259869,7,80,0.7,11,18,44
weighted_astar,1,7.65685424949238,3,0.0222000089706853,7,80,0.7,11,18,44
jps_like,1,7.65685424949238,3,0.0323999993270263,6,80,0.7,11,18,44
improved_astar,1,6.82842712474619,2,0.0432000088039785,9,80,0.7,11,18,44
dijkstra,1,14.071067811865476,5,0.1543999969726428,51,80,0.7,12,20,44
astar,1,14.071067811865476,5,0.0832999940030276,23,80,0.7,12,20,44
weighted_astar,1,14.071067811865476,5,0.055099997553043,15,80,0.7,12,20,44
jps_like,1,14.071067811865476,6,0.1286999904550612,23,80,0.7,12,20,44
improved_astar,1,12.414213562373096,4,0.1493000017944723,28,80,0.7,12,20,44
dijkstra,1,14.313708498984765,9,0.2085000014631077,73,80,0.7,13,22,44
astar,1,14.313708498984765,9,0.0940000027185306,29,80,0.7,13,22,44
weighted_astar,1,14.313708498984765,9,0.0777000095695257,25,80,0.7,13,22,44
jps_like,1,14.31370849898476,8,0.1469999988330528,29,80,0.7,13,22,44
improved_astar,1,10.23606797749979,4,0.1707000046735629,33,80,0.7,13,22,44
dijkstra,1,4.82842712474619,3,0.0373000075342133,13,80,0.7,14,23,44
astar,1,4.82842712474619,3,0.0182999938260763,5,80,0.7,14,23,44
weighted_astar,1,4.82842712474619,3,0.015700003132224,5,80,0.7,14,23,44
jps_like,1,4.82842712474619,3,0.0275000056717544,5,80,0.7,14,23,44
improved_astar,1,4.0,1,0.0263999972958117,5,80,0.7,14,23,44
dijkstra,1,13.071067811865476,7,0.1260999997612089,49,80,0.7,15,24,44
astar,1,13.071067811865476,7,0.0566999951843172,17,80,0.7,15,24,44
weighted_astar,1,13.071067811865476,7,0.0419999996665865,14,80,0.7,15,24,44
jps_like,1,13.071067811865476,7,0.0834999955259263,17,80,0.7,15,24,44
improved_astar,1,11.70820393249937,4,0.1215999945998191,25,80,0.7,15,24,44
dijkstra,1,10.65685424949238,5,0.0599999912083148,21,80,0.7,16,25,44
astar,1,10.65685424949238,5,0.0378999975509941,13,80,0.7,16,25,44
weighted_astar,1,10.65685424949238,5,0.0342999992426484,13,80,0.7,16,25,44
jps_like,1,10.65685424949238,5,0.0544000067748129,13,80,0.7,16,25,44
improved_astar,1,8.30056307974577,4,0.0542000052519142,13,80,0.7,16,25,44
dijkstra,1,23.55634918610405,11,0.1443999935872852,61,80,0.7,17,26,44
astar,1,23.55634918610405,11,0.1080000074580311,40,80,0.7,17,26,44
weighted_astar,1,23.55634918610405,11,0.1003999932436272,38,80,0.7,17,26,44
jps_like,1,23.556349186104047,11,0.1579999952809885,39,80,0.7,17,26,44
improved_astar,1,20.307135789365265,8,0.1762000028975308,44,80,0.7,17,26,44
dijkstra,1,5.242640687119285,1,0.033500007702969,9,80,0.7,18,29,44
astar,1,5.242640687119285,1,0.0185000099008902,5,80,0.7,18,29,44
weighted_astar,1,5.242640687119285,1,0.01479999627918,5,80,0.7,18,29,44
jps_like,1,5.242640687119285,1,0.0106999941635876,3,80,0.7,18,29,44
improved_astar,1,5.06449510224598,1,0.0247999996645376,5,80,0.7,18,29,44
dijkstra,1,38.112698372208094,20,0.2436000067973509,96,80,0.7,19,31,44
astar,1,38.112698372208094,20,0.3049999941140413,80,80,0.7,19,31,44
weighted_astar,1,38.112698372208094,20,0.219600013224408,80,80,0.7,19,31,44
jps_like,1,38.11269837220809,22,0.3619999915827065,80,80,0.7,19,31,44
improved_astar,1,31.36233567652582,13,0.3687999997055158,84,80,0.7,19,31,44
dijkstra,1,1.4142135623730951,0,0.0062000035541132,2,80,0.7,20,32,44
astar,1,1.4142135623730951,0,0.0048000074457377,2,80,0.7,20,32,44
weighted_astar,1,1.4142135623730951,0,0.0039000005926936,2,80,0.7,20,32,44
jps_like,1,1.4142135623730951,0,0.0049999944167211,2,80,0.7,20,32,44
improved_astar,1,1.4142135623730951,0,0.0048999936552718,2,80,0.7,20,32,44
dijkstra,1,3.8284271247461903,2,0.0168999977177009,6,80,0.7,21,33,44
astar,1,3.8284271247461903,2,0.0115000002551823,4,80,0.7,21,33,44
weighted_astar,1,3.8284271247461903,2,0.0097000011010095,4,80,0.7,21,33,44
jps_like,1,3.8284271247461903,2,0.0146999955177307,4,80,0.7,21,33,44
improved_astar,1,3.8284271247461903,2,0.0213000021176412,6,80,0.7,21,33,44
dijkstra,1,4.242640687119286,1,0.0369999906979501,10,80,0.7,22,35,44
astar,1,4.242640687119286,1,0.0145000085467472,4,80,0.7,22,35,44
weighted_astar,1,4.242640687119286,1,0.010499992640689,4,80,0.7,22,35,44
jps_like,1,4.242640687119286,1,0.1405000075465068,4,80,0.7,22,35,44
improved_astar,1,3.23606797749979,1,0.0167999969562515,4,80,0.7,22,35,44
dijkstra,1,2.414213562373095,1,0.0159000046551227,3,80,0.7,23,36,44
astar,1,2.414213562373095,1,0.0108000094769522,3,80,0.7,23,36,44
weighted_astar,1,2.414213562373095,1,0.0078000011853873,3,80,0.7,23,36,44
jps_like,1,2.414213562373095,1,0.0145999947562813,3,80,0.7,23,36,44
improved_astar,1,2.414213562373095,1,0.0138000032166019,3,80,0.7,23,36,44
dijkstra,1,3.82842712474619,2,0.0231000012718141,8,80,0.7,24,37,44
astar,1,3.82842712474619,2,0.012000004062429,4,80,0.7,24,37,44
weighted_astar,1,3.82842712474619,2,0.0103999918792396,4,80,0.7,24,37,44
jps_like,1,3.82842712474619,2,0.014499993994832,4,80,0.7,24,37,44
improved_astar,1,3.6502815398728847,1,0.0146000093081966,4,80,0.7,24,37,44
dijkstra,1,8.242640687119286,2,0.0536000006832182,19,80,0.7,25,38,44
astar,1,8.242640687119286,2,0.0321999978041276,10,80,0.7,25,38,44
weighted_astar,1,8.242640687119286,2,0.0292000040644779,10,80,0.7,25,38,44
jps_like,1,8.242640687119286,3,0.0421000004280358,9,80,0.7,25,38,44
improved_astar,1,7.63441361516796,2,0.0596000027144327,14,80,0.7,25,38,44
dijkstra,1,13.899494936611667,9,0.1515999902039766,57,80,0.7,26,39,44
astar,1,13.899494936611667,8,0.0761999981477856,25,80,0.7,26,39,44
weighted_astar,1,13.899494936611667,8,0.0466999917989596,14,80,0.7,26,39,44
jps_like,1,13.899494936611667,8,0.12369999603834,25,80,0.7,26,39,44
improved_astar,1,11.23606797749979,3,0.1604999997653067,34,80,0.7,26,39,44
dijkstra,1,13.899494936611667,5,0.1306000049225986,40,80,0.7,27,41,44
astar,1,13.899494936611667,5,0.0627999979769811,17,80,0.7,27,41,44
weighted_astar,1,13.899494936611667,7,0.0484999909531325,13,80,0.7,27,41,44
